date,capability_id,movement,quality,expression,daily_score,n_tests,match_date,days_post_match
2024-12-30,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-19,11
2024-12-30,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-19,11
2024-12-30,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-19,11
2024-12-30,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-19,11
2024-12-30,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-19,11
2024-12-30,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-19,11
2024-12-30,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-19,11
2024-12-30,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-19,11
2024-12-30,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-19,11
2024-12-30,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-19,11
2024-12-30,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-19,11
2024-12-30,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-19,11
2024-12-30,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-19,11
2024-12-30,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-19,11
2024-12-30,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-19,11
2024-12-30,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-19,11
2024-12-30,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-19,11
2024-12-30,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-19,11
2024-12-30,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-19,11
2024-12-31,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-19,12
2024-12-31,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-19,12
2024-12-31,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-19,12
2024-12-31,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-19,12
2024-12-31,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-19,12
2024-12-31,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-19,12
2024-12-31,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-19,12
2024-12-31,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-19,12
2024-12-31,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-19,12
2024-12-31,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-19,12
2024-12-31,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-19,12
2024-12-31,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-19,12
2024-12-31,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-19,12
2024-12-31,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-19,12
2024-12-31,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-19,12
2024-12-31,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-19,12
2024-12-31,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-19,12
2024-12-31,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-19,12
2024-12-31,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-19,12
2024-12-31,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-19,12
2025-01-01,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-19,13
2025-01-01,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-19,13
2025-01-01,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-19,13
2025-01-01,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-19,13
2025-01-01,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-19,13
2025-01-01,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-19,13
2025-01-01,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-19,13
2025-01-01,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-19,13
2025-01-01,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-19,13
2025-01-01,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-19,13
2025-01-01,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-19,13
2025-01-01,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-19,13
2025-01-01,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-19,13
2025-01-01,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-19,13
2025-01-01,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-19,13
2025-01-01,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-19,13
2025-01-01,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-19,13
2025-01-01,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-19,13
2025-01-01,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-19,13
2025-01-01,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-19,13
2025-01-02,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-19,14
2025-01-02,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-19,14
2025-01-02,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-19,14
2025-01-02,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-19,14
2025-01-02,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-19,14
2025-01-02,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-19,14
2025-01-02,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-19,14
2025-01-02,jump_pre-load_dynamic,jump,pre-load,dynamic,0.477,1,2024-12-19,14
2025-01-02,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-19,14
2025-01-02,jump_take off_dynamic,jump,take off,dynamic,0.681,1,2024-12-19,14
2025-01-02,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-19,14
2025-01-02,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-19,14
2025-01-02,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-19,14
2025-01-02,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.67,1,2024-12-19,14
2025-01-02,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-19,14
2025-01-02,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-19,14
2025-01-02,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-19,14
2025-01-02,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-19,14
2025-01-02,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-19,14
2025-01-02,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-19,14
2024-12-23,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,1
2024-12-23,agility_acceleration_isometric,agility,acceleration,isometric,0.796,1,2024-12-22,1
2024-12-23,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,1
2024-12-23,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,1
2024-12-23,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,1
2024-12-23,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,1
2024-12-23,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,1
2024-12-23,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,1
2024-12-23,jump_pre-load_isometric,jump,pre-load,isometric,0.796,1,2024-12-22,1
2024-12-23,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,1
2024-12-23,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,1
2024-12-23,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,1
2024-12-23,sprint_acceleration_isometric,sprint,acceleration,isometric,0.796,1,2024-12-22,1
2024-12-23,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,1
2024-12-23,sprint_max velocity_isometric,sprint,max velocity,isometric,0.685,1,2024-12-22,1
2024-12-23,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,1
2024-12-23,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,1
2024-12-23,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,1
2024-12-23,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,1
2024-12-23,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,1
2024-12-24,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,2
2024-12-24,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,2
2024-12-24,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,2
2024-12-24,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,2
2024-12-24,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,2
2024-12-24,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,2
2024-12-24,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,2
2024-12-24,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,2
2024-12-24,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,2
2024-12-24,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,2
2024-12-24,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,2
2024-12-24,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,2
2024-12-24,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,2
2024-12-24,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,2
2024-12-24,sprint_max velocity_isometric,sprint,max velocity,isometric,0.685,1,2024-12-22,2
2024-12-24,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,2
2024-12-24,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,2
2024-12-24,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,2
2024-12-24,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,2
2024-12-24,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,2
2024-12-25,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,3
2024-12-25,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,3
2024-12-25,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,3
2024-12-25,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,3
2024-12-25,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,3
2024-12-25,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,3
2024-12-25,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,3
2024-12-25,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,3
2024-12-25,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,3
2024-12-25,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,3
2024-12-25,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,3
2024-12-25,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,3
2024-12-25,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,3
2024-12-25,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,3
2024-12-25,sprint_max velocity_isometric,sprint,max velocity,isometric,0.685,1,2024-12-22,3
2024-12-25,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,3
2024-12-25,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,3
2024-12-25,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,3
2024-12-25,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,3
2024-12-25,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,3
2024-12-26,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,4
2024-12-26,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,4
2024-12-26,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,4
2024-12-26,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,4
2024-12-26,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,4
2024-12-26,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,4
2024-12-26,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,4
2024-12-26,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,4
2024-12-26,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,4
2024-12-26,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,4
2024-12-26,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,4
2024-12-26,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,4
2024-12-26,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,4
2024-12-26,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,4
2024-12-26,sprint_max velocity_isometric,sprint,max velocity,isometric,0.685,1,2024-12-22,4
2024-12-26,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,4
2024-12-26,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,4
2024-12-26,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,4
2024-12-26,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,4
2024-12-26,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,4
2024-12-27,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,5
2024-12-27,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,5
2024-12-27,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,5
2024-12-27,agility_deceleration_isometric,agility,deceleration,isometric,0.9055,1,2024-12-22,5
2024-12-27,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,5
2024-12-27,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,5
2024-12-27,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,5
2024-12-27,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,5
2024-12-27,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,5
2024-12-27,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,5
2024-12-27,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,5
2024-12-27,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,5
2024-12-27,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,5
2024-12-27,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,5
2024-12-27,sprint_max velocity_isometric,sprint,max velocity,isometric,0.685,1,2024-12-22,5
2024-12-27,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,5
2024-12-27,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,5
2024-12-27,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,5
2024-12-27,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,5
2024-12-27,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,5
2024-12-28,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,6
2024-12-28,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,6
2024-12-28,agility_deceleration_dynamic,agility,deceleration,dynamic,0.876,1,2024-12-22,6
2024-12-28,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,6
2024-12-28,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,6
2024-12-28,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,6
2024-12-28,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,6
2024-12-28,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5305,1,2024-12-22,6
2024-12-28,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,6
2024-12-28,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,6
2024-12-28,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,6
2024-12-28,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,6
2024-12-28,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,6
2024-12-28,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,6
2024-12-28,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,6
2024-12-28,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,6
2024-12-28,upper body_pull_dynamic,upper body,pull,dynamic,0.876,1,2024-12-22,6
2024-12-28,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,6
2024-12-28,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,6
2024-12-28,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,6
2024-12-29,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,7
2024-12-29,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,7
2024-12-29,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,7
2024-12-29,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,7
2024-12-29,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,7
2024-12-29,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,7
2024-12-29,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,7
2024-12-29,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-22,7
2024-12-29,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,7
2024-12-29,jump_take off_dynamic,jump,take off,dynamic,0.69,1,2024-12-22,7
2024-12-29,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,7
2024-12-29,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,7
2024-12-29,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,7
2024-12-29,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,7
2024-12-29,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,7
2024-12-29,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,7
2024-12-29,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-22,7
2024-12-29,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,7
2024-12-29,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,7
2024-12-29,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,7
2024-12-30,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,8
2024-12-30,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,8
2024-12-30,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,8
2024-12-30,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,8
2024-12-30,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,8
2024-12-30,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,8
2024-12-30,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,8
2024-12-30,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-22,8
2024-12-30,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,8
2024-12-30,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-22,8
2024-12-30,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,8
2024-12-30,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,8
2024-12-30,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,8
2024-12-30,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,8
2024-12-30,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,8
2024-12-30,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,8
2024-12-30,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-22,8
2024-12-30,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,8
2024-12-30,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,8
2024-12-30,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,8
2024-12-31,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,9
2024-12-31,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,9
2024-12-31,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,9
2024-12-31,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,9
2024-12-31,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,9
2024-12-31,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,9
2024-12-31,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,9
2024-12-31,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-22,9
2024-12-31,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,9
2024-12-31,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-22,9
2024-12-31,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,9
2024-12-31,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,9
2024-12-31,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,9
2024-12-31,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,9
2024-12-31,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,9
2024-12-31,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,9
2024-12-31,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-22,9
2024-12-31,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,9
2024-12-31,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,9
2024-12-31,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,9
2025-01-01,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,10
2025-01-01,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,10
2025-01-01,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,10
2025-01-01,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,10
2025-01-01,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,10
2025-01-01,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,10
2025-01-01,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,10
2025-01-01,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5135,1,2024-12-22,10
2025-01-01,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,10
2025-01-01,jump_take off_dynamic,jump,take off,dynamic,0.6955,1,2024-12-22,10
2025-01-01,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,10
2025-01-01,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,10
2025-01-01,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,10
2025-01-01,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6645,1,2024-12-22,10
2025-01-01,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,10
2025-01-01,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,10
2025-01-01,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-22,10
2025-01-01,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,10
2025-01-01,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,10
2025-01-01,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,10
2025-01-02,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,11
2025-01-02,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,11
2025-01-02,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,11
2025-01-02,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,11
2025-01-02,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,11
2025-01-02,jump_land_dynamic,jump,land,dynamic,0.728,1,2024-12-22,11
2025-01-02,jump_land_isometric,jump,land,isometric,0.42,1,2024-12-22,11
2025-01-02,jump_pre-load_dynamic,jump,pre-load,dynamic,0.477,1,2024-12-22,11
2025-01-02,jump_pre-load_isometric,jump,pre-load,isometric,0.79,1,2024-12-22,11
2025-01-02,jump_take off_dynamic,jump,take off,dynamic,0.681,1,2024-12-22,11
2025-01-02,jump_take off_isometric,jump,take off,isometric,0.42,1,2024-12-22,11
2025-01-02,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.498,1,2024-12-22,11
2025-01-02,sprint_acceleration_isometric,sprint,acceleration,isometric,0.79,1,2024-12-22,11
2025-01-02,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.67,1,2024-12-22,11
2025-01-02,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-12-22,11
2025-01-02,upper body_grapple_isometric,upper body,grapple,isometric,0.6705,1,2024-12-22,11
2025-01-02,upper body_pull_dynamic,upper body,pull,dynamic,0.856,1,2024-12-22,11
2025-01-02,upper body_pull_isometric,upper body,pull,isometric,0.46,1,2024-12-22,11
2025-01-02,upper body_push_dynamic,upper body,push,dynamic,0.498,1,2024-12-22,11
2025-01-02,upper body_push_isometric,upper body,push,isometric,0.876,1,2024-12-22,11
2025-01-03,agility_acceleration_dynamic,agility,acceleration,dynamic,0.498,1,2024-12-22,12
2025-01-03,agility_acceleration_isometric,agility,acceleration,isometric,0.79,1,2024-12-22,12
2025-01-03,agility_deceleration_dynamic,agility,deceleration,dynamic,0.856,1,2024-12-22,12
2025-01-03,agility_deceleration_isometric,agility,deceleration,isometric,0.9155,1,2024-12-22,12
2025-01-03,agility_rotate_isometric,agility,rotate,isometric,0.6705,1,2024-12-22,12
